slot; time; display; program.state; capacity; hours; minutes; charger.voltage; charger.amperage; battery.fill; battery.voltage; charged.capacity; discharged.capacity; battery.resistor; charger.volume.pre3; charger.volume.pre2; charger.volume.pre1; charger.volume.pre0
1;1420808878;'CHK';'Charge';'1500-2200 mAh';1;1;1363;1483;0;1363;31858;51275;1483;1343;1349;1354;1358
2;1420808878;'CHK';'Charge';'1500-2200 mAh';1;1;1378;1487;0;1378;44167;50102;1487;1367;1370;1373;1375
3;1420808878;'CHK';'Charge';'1500-2200 mAh';1;0;1363;1468;0;1363;31523;50494;1468;1344;1350;1354;1359
4;1420808879;'CHK';'Charge';'1500-2200 mAh';1;0;1370;1513;0;1370;37486;50780;1513;1355;1359;1364;1367
1;1420808879;'CHK';'Charge';'1500-2200 mAh';1;1;1363;1483;0;1363;31858;51275;1483;1343;1349;1354;1358
2;1420808879;'CHK';'Charge';'1500-2200 mAh';1;1;1378;1489;0;1378;44167;50102;1489;1367;1370;1373;1375
3;1420808879;'CHK';'Charge';'1500-2200 mAh';1;0;1363;1468;0;1363;31523;50494;1468;1344;1350;1354;1359
4;1420808880;'CHK';'Charge';'1500-2200 mAh';1;0;1370;1513;0;1370;37486;50780;1513;1355;1359;1364;1367
1;1420808880;'CHK';'Charge';'1500-2200 mAh';1;1;1363;1483;0;1363;31858;51275;1483;1343;1349;1354;1358
2;1420808880;'CHK';'Charge';'1500-2200 mAh';1;1;1378;1488;0;1378;44167;50102;1488;1367;1370;1373;1375
3;1420808880;'CHK';'Charge';'1500-2200 mAh';1;0;1363;1468;0;1363;31523;50494;1468;1344;1350;1354;1359
4;1420808881;'CHK';'Charge';'1500-2200 mAh';1;0;1370;1513;0;1370;37486;50780;1513;1355;1359;1364;1367
1;1420808881;'CHK';'Charge';'1500-2200 mAh';1;1;1363;1483;0;1363;31858;51275;1483;1343;1349;1354;1358
2;1420808881;'CHK';'Charge';'1500-2200 mAh';1;1;1378;1488;0;1378;44167;50102;1488;1367;1370;1373;1375
3;1420808881;'CHK';'Charge';'1500-2200 mAh';1;0;1363;1468;0;1363;31523;50494;1468;1344;1350;1354;1359
4;1420808882;'CHK';'Charge';'1500-2200 mAh';1;0;1370;1513;0;1370;37486;50780;1513;1355;1359;1364;1367
1;1420808882;'CHK';'Charge';'1500-2200 mAh';1;1;1363;1483;0;1363;34306;51275;1483;1343;1349;1354;1358
2;1420808882;'CHK';'Charge';'1500-2200 mAh';1;1;1378;1488;0;1378;44167;50102;1488;1367;1370;1373;1375
3;1420808882;'CHK';'Charge';'1500-2200 mAh';1;0;1363;1469;0;1363;31523;50494;1469;1344;1350;1354;1359
4;1420808883;'CHK';'Charge';'1500-2200 mAh';1;0;1370;1513;0;1370;37486;50780;1513;1355;1359;1364;1367
1;1420808883;'CHK';'Charge';'1500-2200 mAh';1;1;1363;1484;0;1363;34306;51275;1484;1343;1349;1354;1358
2;1420808883;'CHK';'Charge';'1500-2200 mAh';1;1;1378;1487;0;1378;44167;50102;1487;1367;1370;1373;1375
3;1420808883;'CHK';'Charge';'1500-2200 mAh';1;0;1363;1468;0;1363;31523;50494;1468;1344;1350;1354;1359
4;1420808884;'CHK';'Charge';'1500-2200 mAh';1;0;1370;1513;0;1370;37486;50780;1513;1355;1359;1364;1367
1;1420808884;'CHK';'Charge';'1500-2200 mAh';1;1;1363;1484;0;1363;34306;51275;1484;1343;1349;1354;1358
2;1420808884;'CHK';'Charge';'1500-2200 mAh';1;1;1378;1488;0;1378;44167;50102;1488;1367;1370;1373;1375
3;1420808884;'CHK';'Charge';'1500-2200 mAh';1;0;1363;1469;0;1363;31523;50494;1469;1344;1350;1354;1359
4;1420808885;'CHK';'Charge';'1500-2200 mAh';1;0;1370;1514;0;1370;37486;50780;1514;1355;1359;1364;1367
1;1420808885;'CHK';'Charge';'1500-2200 mAh';1;1;1363;1485;0;1363;34306;51275;1485;1343;1349;1354;1358
2;1420808885;'CHK';'Charge';'1500-2200 mAh';1;1;1378;1488;0;1378;44167;50102;1488;1367;1370;1373;1375
3;1420808885;'CHK';'Charge';'1500-2200 mAh';1;0;1363;1469;0;1363;31523;50494;1469;1344;1350;1354;1359
4;1420808886;'CHK';'Charge';'1500-2200 mAh';1;0;1370;1515;0;1370;37486;50780;1515;1355;1359;1364;1367
1;1420808886;'CHK';'Charge';'1500-2200 mAh';1;1;1363;1484;0;1363;34306;51275;1484;1343;1349;1354;1358
2;1420808886;'CHK';'Charge';'1500-2200 mAh';1;1;1378;1503;0;1378;44167;50102;1503;1367;1370;1373;1375
3;1420808886;'CHK';'Charge';'1500-2200 mAh';1;0;1363;1472;0;1363;31523;50494;1472;1344;1350;1354;1359
4;1420808887;'CHK';'Charge';'1500-2200 mAh';1;0;1370;1512;0;1370;37486;50780;1512;1355;1359;1364;1367
1;1420808887;'CHK';'Charge';'1500-2200 mAh';1;2;1366;1484;0;1366;34306;51275;1366;1349;1354;1358;1363
2;1420808887;'CHK';'Charge';'1500-2200 mAh';1;1;1378;1503;0;1378;44167;50102;1376;1367;1370;1373;1375
3;1420808887;'CHK';'Charge';'1500-2200 mAh';1;0;1363;1472;0;1363;31523;50494;1458;1344;1350;1354;1359
4;1420808888;'CHK';'Charge';'1500-2200 mAh';1;0;1370;1512;0;1370;37486;50780;1499;1355;1359;1364;1367
1;1420808888;'CHK';'Charge';'1500-2200 mAh';1;2;1366;1484;0;1366;34306;51275;1453;1349;1354;1358;1363
2;1420808888;'CHK';'Charge';'1500-2200 mAh';1;1;1378;1489;0;1378;44167;50102;1489;1367;1370;1373;1375
3;1420808888;'CHK';'Charge';'1500-2200 mAh';1;0;1363;1470;0;1363;31523;50494;1470;1344;1350;1354;1359
4;1420808889;'CHK';'Charge';'1500-2200 mAh';1;0;1370;1515;0;1370;37486;50780;1515;1355;1359;1364;1367
1;1420808889;'CHK';'Charge';'1500-2200 mAh';1;2;1366;1484;0;1366;34306;51275;1484;1349;1354;1358;1363
2;1420808889;'CHK';'Charge';'1500-2200 mAh';1;1;1378;1489;0;1378;44167;50102;1489;1367;1370;1373;1375
3;1420808889;'CHK';'Charge';'1500-2200 mAh';1;0;1363;1470;0;1363;31523;50494;1470;1344;1350;1354;1359
4;1420808890;'CHK';'Charge';'1500-2200 mAh';1;0;1370;1515;0;1370;37486;50780;1515;1355;1359;1364;1367
1;1420808890;'CHK';'Charge';'1500-2200 mAh';1;2;1366;1485;0;1366;34306;51275;1485;1349;1354;1358;1363
2;1420808890;'CHK';'Charge';'1500-2200 mAh';1;1;1378;1489;0;1378;44167;50102;1489;1367;1370;1373;1375
3;1420808890;'CHK';'Charge';'1500-2200 mAh';1;0;1363;1471;0;1363;31523;50494;1471;1344;1350;1354;1359
4;1420808891;'CHK';'Charge';'1500-2200 mAh';1;0;1370;1515;0;1370;37486;50780;1515;1355;1359;1364;1367
1;1420808891;'CHK';'Charge';'1500-2200 mAh';1;2;1366;1485;0;1366;34306;51275;1485;1349;1354;1358;1363
2;1420808891;'CHK';'Charge';'1500-2200 mAh';1;1;1378;1490;0;1378;44167;50102;1490;1367;1370;1373;1375
3;1420808891;'CHK';'Charge';'1500-2200 mAh';1;0;1363;1470;0;1363;33949;50494;1470;1344;1350;1354;1359
4;1420808892;'CHK';'Charge';'1500-2200 mAh';1;0;1370;1515;0;1370;37486;50780;1515;1355;1359;1364;1367
1;1420808892;'CHK';'Charge';'1500-2200 mAh';1;2;1366;1486;0;1366;34306;51275;1486;1349;1354;1358;1363
2;1420808892;'CHK';'Charge';'1500-2200 mAh';1;1;1378;1490;0;1378;44167;50102;1490;1367;1370;1373;1375
3;1420808892;'CHK';'Charge';'1500-2200 mAh';1;0;1363;1471;0;1363;33949;50494;1471;1344;1350;1354;1359
4;1420808893;'CHK';'Charge';'1500-2200 mAh';1;0;1370;1515;0;1370;37486;50780;1515;1355;1359;1364;1367
1;1420808893;'CHK';'Charge';'1500-2200 mAh';1;2;1366;1486;0;1366;34306;51275;1486;1349;1354;1358;1363
2;1420808893;'CHK';'Charge';'1500-2200 mAh';1;1;1378;1490;0;1378;44167;50102;1490;1367;1370;1373;1375
3;1420808893;'CHK';'Charge';'1500-2200 mAh';1;0;1363;1471;0;1363;33949;50494;1471;1344;1350;1354;1359
4;1420808894;'CHK';'Charge';'1500-2200 mAh';1;0;1370;1516;0;1370;37486;50780;1516;1355;1359;1364;1367
1;1420808894;'CHK';'Charge';'1500-2200 mAh';1;2;1366;1486;0;1366;34306;51275;1486;1349;1354;1358;1363
2;1420808894;'CHK';'Charge';'1500-2200 mAh';1;1;1378;1490;0;1378;44167;50102;1490;1367;1370;1373;1375
3;1420808894;'CHK';'Charge';'1500-2200 mAh';1;0;1363;1471;0;1363;33949;50494;1471;1344;1350;1354;1359
4;1420808895;'CHK';'Charge';'1500-2200 mAh';1;0;1370;1515;0;1370;37486;50780;1515;1355;1359;1364;1367
1;1420808895;'CHK';'Charge';'1500-2200 mAh';1;2;1366;1486;0;1366;34306;51275;1486;1349;1354;1358;1363
2;1420808895;'CHK';'Charge';'1500-2200 mAh';1;1;1378;1490;0;1378;44167;50102;1490;1367;1370;1373;1375
3;1420808895;'CHK';'Charge';'1500-2200 mAh';1;0;1363;1471;0;1363;33949;50494;1471;1344;1350;1354;1359
4;1420808896;'CHK';'Charge';'1500-2200 mAh';1;0;1370;1528;0;1370;37486;50780;1528;1355;1359;1364;1367
1;1420808896;'CHK';'Charge';'1500-2200 mAh';1;2;1366;1486;0;1366;34306;51275;1486;1349;1354;1358;1363
2;1420808896;'CHK';'Charge';'1500-2200 mAh';1;1;1378;1488;0;1378;44167;50102;1488;1367;1370;1373;1375
3;1420808896;'CHK';'Charge';'1500-2200 mAh';1;1;1367;1471;0;1367;33949;50494;1367;1350;1354;1359;1363
4;1420808897;'CHK';'Charge';'1500-2200 mAh';1;0;1370;1528;0;1370;37486;50780;1408;1355;1359;1364;1367
1;1420808897;'CHK';'Charge';'1500-2200 mAh';1;2;1366;1486;0;1366;34306;51275;1449;1349;1354;1358;1363
2;1420808897;'CHK';'Charge';'1500-2200 mAh';1;1;1378;1488;0;1378;44167;50102;1469;1367;1370;1373;1375
3;1420808897;'CHK';'Charge';'1500-2200 mAh';1;1;1367;1471;0;1367;33949;50494;1454;1350;1354;1359;1363
4;1420808898;'CHK';'Charge';'1500-2200 mAh';1;0;1370;1513;0;1370;37486;50780;1513;1355;1359;1364;1367
1;1420808898;'CHK';'Charge';'1500-2200 mAh';1;2;1366;1485;0;1366;34306;51275;1485;1349;1354;1358;1363
2;1420808898;'CHK';'Charge';'1500-2200 mAh';1;1;1378;1489;0;1378;44167;50102;1489;1367;1370;1373;1375
3;1420808898;'CHK';'Charge';'1500-2200 mAh';1;1;1367;1469;0;1367;33949;50494;1469;1350;1354;1359;1363
4;1420808899;'CHK';'Charge';'1500-2200 mAh';1;0;1370;1514;0;1370;37486;50780;1514;1355;1359;1364;1367
1;1420808899;'CHK';'Charge';'1500-2200 mAh';1;2;1366;1485;0;1366;34306;51275;1485;1349;1354;1358;1363
2;1420808899;'CHK';'Charge';'1500-2200 mAh';1;1;1378;1488;0;1378;44167;50102;1488;1367;1370;1373;1375
3;1420808899;'CHK';'Charge';'1500-2200 mAh';1;1;1367;1469;0;1367;33949;50494;1469;1350;1354;1359;1363
4;1420808900;'CHK';'Charge';'1500-2200 mAh';1;0;1370;1513;0;1370;37486;50780;1513;1355;1359;1364;1367
1;1420808900;'CHK';'Charge';'1500-2200 mAh';1;2;1366;1485;0;1366;34306;51275;1485;1349;1354;1358;1363
2;1420808900;'CHK';'Charge';'1500-2200 mAh';1;1;1378;1487;0;1378;44167;50102;1487;1367;1370;1373;1375
3;1420808900;'CHK';'Charge';'1500-2200 mAh';1;1;1367;1470;0;1367;33949;50494;1470;1350;1354;1359;1363
4;1420808901;'CHK';'Charge';'1500-2200 mAh';1;0;1370;1513;0;1370;37486;50780;1513;1355;1359;1364;1367
1;1420808901;'CHK';'Charge';'1500-2200 mAh';1;2;1366;1484;0;1366;34306;51275;1484;1349;1354;1358;1363
2;1420808901;'CHK';'Charge';'1500-2200 mAh';1;1;1378;1487;0;1378;44167;50102;1487;1367;1370;1373;1375
3;1420808901;'CHK';'Charge';'1500-2200 mAh';1;1;1367;1468;0;1367;33949;50494;1468;1350;1354;1359;1363
4;1420808902;'CHK';'Charge';'1500-2200 mAh';1;0;1370;1512;0;1370;37486;50780;1512;1355;1359;1364;1367
1;1420808902;'CHK';'Charge';'1500-2200 mAh';1;2;1366;1484;0;1366;34306;51275;1484;1349;1354;1358;1363
2;1420808902;'CHK';'Charge';'1500-2200 mAh';1;1;1378;1487;0;1378;44167;50102;1487;1367;1370;1373;1375
3;1420808902;'CHK';'Charge';'1500-2200 mAh';1;1;1367;1468;0;1367;33949;50494;1468;1350;1354;1359;1363
4;1420808903;'CHK';'Charge';'1500-2200 mAh';1;0;1370;1512;0;1370;37486;50780;1512;1355;1359;1364;1367
1;1420808903;'CHK';'Charge';'1500-2200 mAh';1;2;1366;1484;0;1366;34306;51275;1484;1349;1354;1358;1363
2;1420808903;'CHK';'Charge';'1500-2200 mAh';1;1;1378;1486;0;1378;44167;50102;1486;1367;1370;1373;1375
3;1420808903;'CHK';'Charge';'1500-2200 mAh';1;1;1367;1468;0;1367;33949;50494;1468;1350;1354;1359;1363
4;1420808904;'CHK';'Charge';'1500-2200 mAh';1;0;1370;1512;0;1370;37486;50780;1512;1355;1359;1364;1367
1;1420808904;'CHK';'Charge';'1500-2200 mAh';1;2;1366;1483;0;1366;34306;51275;1483;1349;1354;1358;1363
2;1420808904;'CHK';'Charge';'1500-2200 mAh';1;1;1378;1487;0;1378;44167;50102;1487;1367;1370;1373;1375
3;1420808904;'CHK';'Charge';'1500-2200 mAh';1;1;1367;1468;0;1367;33949;50494;1468;1350;1354;1359;1363
4;1420808905;'CHK';'Charge';'1500-2200 mAh';1;0;1370;1512;0;1370;37486;50780;1512;1355;1359;1364;1367
1;1420808905;'CHK';'Charge';'1500-2200 mAh';1;2;1366;1484;0;1366;34306;51275;1484;1349;1354;1358;1363
2;1420808905;'CHK';'Charge';'1500-2200 mAh';1;1;1378;1487;0;1378;44167;50102;1487;1367;1370;1373;1375
3;1420808905;'CHK';'Charge';'1500-2200 mAh';1;1;1367;1468;0;1367;33949;50494;1468;1350;1354;1359;1363
4;1420808906;'CHK';'Charge';'1500-2200 mAh';1;0;1370;1512;0;1370;39982;50780;1512;1355;1359;1364;1367
1;1420808906;'CHK';'Charge';'1500-2200 mAh';1;2;1366;1483;0;1366;34306;51275;1483;1349;1354;1358;1363
2;1420808906;'CHK';'Charge';'1500-2200 mAh';1;1;1378;1487;0;1378;44167;50102;1487;1367;1370;1373;1375
3;1420808906;'CHK';'Charge';'1500-2200 mAh';1;1;1367;1469;0;1367;33949;50494;1469;1350;1354;1359;1363
4;1420808907;'CHK';'Charge';'1500-2200 mAh';1;0;1370;1513;0;1370;39982;50780;1513;1355;1359;1364;1367
1;1420808907;'CHK';'Charge';'1500-2200 mAh';1;2;1366;1485;0;1366;34306;51275;1485;1349;1354;1358;1363
2;1420808907;'CHK';'Charge';'1500-2200 mAh';1;1;1378;1488;0;1378;44167;50102;1488;1367;1370;1373;1375
3;1420808907;'CHK';'Charge';'1500-2200 mAh';1;1;1367;1469;0;1367;33949;50494;1469;1350;1354;1359;1363
4;1420808908;'CHK';'Charge';'1500-2200 mAh';1;0;1370;1513;0;1370;39982;50780;1513;1355;1359;1364;1367
1;1420808908;'CHK';'Charge';'1500-2200 mAh';1;2;1366;1485;0;1366;34306;51275;1485;1349;1354;1358;1363
2;1420808908;'CHK';'Charge';'1500-2200 mAh';1;1;1378;1488;0;1378;44167;50102;1488;1367;1370;1373;1375
3;1420808908;'CHK';'Charge';'1500-2200 mAh';1;1;1367;1470;0;1367;33949;50494;1470;1350;1354;1359;1363
4;1420808909;'CHK';'Charge';'1500-2200 mAh';1;0;1370;1513;0;1370;39982;50780;1513;1355;1359;1364;1367
1;1420808909;'CHK';'Charge';'1500-2200 mAh';1;2;1366;1485;0;1366;34306;51275;1485;1349;1354;1358;1363
2;1420808909;'CHK';'Charge';'1500-2200 mAh';1;1;1378;1489;0;1378;44167;50102;1489;1367;1370;1373;1375
3;1420808909;'CHK';'Charge';'1500-2200 mAh';1;1;1367;1470;0;1367;33949;50494;1470;1350;1354;1359;1363
4;1420808910;'CHK';'Charge';'1500-2200 mAh';1;0;1370;1514;0;1370;39982;50780;1514;1355;1359;1364;1367
1;1420808910;'CHK';'Charge';'1500-2200 mAh';1;2;1366;1488;0;1366;34306;51275;1488;1349;1354;1358;1363
2;1420808910;'CHK';'Charge';'1500-2200 mAh';1;1;1378;1491;0;1378;44167;50102;1491;1367;1370;1373;1375
3;1420808910;'CHK';'Charge';'1500-2200 mAh';1;1;1367;1471;0;1367;33949;50494;1471;1350;1354;1359;1363
4;1420808911;'CHK';'Charge';'1500-2200 mAh';1;1;1373;1514;0;1373;39982;50780;1373;1359;1364;1367;1370
1;1420808911;'CHK';'Charge';'1500-2200 mAh';1;2;1366;1488;0;1366;34306;51275;1411;1349;1354;1358;1363
2;1420808911;'CHK';'Charge';'1500-2200 mAh';1;1;1378;1491;0;1378;44167;50102;1453;1367;1370;1373;1375
3;1420808911;'CHK';'Charge';'1500-2200 mAh';1;1;1367;1471;0;1367;33949;50494;1465;1350;1354;1359;1363
4;1420808912;'CHK';'Charge';'1500-2200 mAh';1;1;1373;1514;0;1373;39982;50780;1481;1359;1364;1367;1370
1;1420808912;'CHK';'Charge';'1500-2200 mAh';1;2;1366;1486;0;1366;34306;51275;1486;1349;1354;1358;1363
2;1420808912;'CHK';'Charge';'1500-2200 mAh';1;1;1378;1489;0;1378;44167;50102;1489;1367;1370;1373;1375
3;1420808912;'CHK';'Charge';'1500-2200 mAh';1;1;1367;1471;0;1367;33949;50494;1471;1350;1354;1359;1363
4;1420808913;'CHK';'Charge';'1500-2200 mAh';1;1;1373;1513;0;1373;39982;50780;1513;1359;1364;1367;1370
1;1420808913;'CHK';'Charge';'1500-2200 mAh';1;2;1366;1485;0;1366;34306;51275;1485;1349;1354;1358;1363
2;1420808913;'CHK';'Charge';'1500-2200 mAh';1;1;1378;1490;0;1378;44167;50102;1490;1367;1370;1373;1375
3;1420808913;'CHK';'Charge';'1500-2200 mAh';1;1;1367;1471;0;1367;33949;50494;1471;1350;1354;1359;1363
4;1420808914;'CHK';'Charge';'1500-2200 mAh';1;1;1373;1514;0;1373;39982;50780;1514;1359;1364;1367;1370
1;1420808914;'CHK';'Charge';'1500-2200 mAh';1;2;1366;1487;0;1366;34306;51275;1487;1349;1354;1358;1363
2;1420808914;'CHK';'Charge';'1500-2200 mAh';1;1;1378;1490;0;1378;44167;50102;1490;1367;1370;1373;1375
3;1420808914;'CHK';'Charge';'1500-2200 mAh';1;1;1367;1471;0;1367;33949;50494;1471;1350;1354;1359;1363
4;1420808915;'CHK';'Charge';'1500-2200 mAh';1;1;1373;1515;0;1373;39982;50780;1515;1359;1364;1367;1370
1;1420808915;'CHK';'Charge';'1500-2200 mAh';1;2;1366;1485;0;1366;34306;51275;1485;1349;1354;1358;1363
2;1420808915;'CHK';'Charge';'1500-2200 mAh';1;1;1378;1490;0;1378;44167;50102;1490;1367;1370;1373;1375
3;1420808915;'CHK';'Charge';'1500-2200 mAh';1;1;1367;1471;0;1367;33949;50494;1471;1350;1354;1359;1363
4;1420808916;'CHK';'Charge';'1500-2200 mAh';1;1;1373;1515;0;1373;39982;50780;1515;1359;1364;1367;1370
1;1420808916;'CHK';'Charge';'1500-2200 mAh';1;2;1366;1486;0;1366;34306;51275;1486;1349;1354;1358;1363
2;1420808916;'CHK';'Charge';'1500-2200 mAh';1;1;1378;1489;0;1378;44167;50102;1489;1367;1370;1373;1375
3;1420808916;'CHK';'Charge';'1500-2200 mAh';1;1;1367;1469;0;1367;33949;50494;1469;1350;1354;1359;1363
4;1420808917;'CHK';'Charge';'1500-2200 mAh';1;1;1373;1515;0;1373;39982;50780;1515;1359;1364;1367;1370
1;1420808917;'CHK';'Charge';'1500-2200 mAh';1;2;1366;1485;0;1366;34306;51275;1485;1349;1354;1358;1363
2;1420808917;'CHK';'Charge';'1500-2200 mAh';1;1;1378;1489;0;1378;46625;50102;1489;1367;1370;1373;1375
3;1420808917;'CHK';'Charge';'1500-2200 mAh';1;1;1367;1470;0;1367;33949;50494;1470;1350;1354;1359;1363
4;1420808918;'CHK';'Charge';'1500-2200 mAh';1;1;1373;1514;0;1373;39982;50780;1514;1359;1364;1367;1370
1;1420808918;'CHK';'Charge';'1500-2200 mAh';1;2;1366;1485;0;1366;34306;51275;1485;1349;1354;1358;1363
2;1420808918;'CHK';'Charge';'1500-2200 mAh';1;1;1378;1489;0;1378;46625;50102;1489;1367;1370;1373;1375
3;1420808918;'CHK';'Charge';'1500-2200 mAh';1;1;1367;1469;0;1367;33949;50494;1469;1350;1354;1359;1363
4;1420808919;'CHK';'Charge';'1500-2200 mAh';1;1;1373;1514;0;1373;39982;50780;1514;1359;1364;1367;1370
1;1420808919;'CHK';'Charge';'1500-2200 mAh';1;2;1366;1484;0;1366;34306;51275;1484;1349;1354;1358;1363
2;1420808919;'CHK';'Charge';'1500-2200 mAh';1;1;1378;1488;0;1378;46625;50102;1488;1367;1370;1373;1375
3;1420808919;'CHK';'Charge';'1500-2200 mAh';1;1;1367;1468;0;1367;33949;50494;1468;1350;1354;1359;1363
4;1420808920;'CHK';'Charge';'1500-2200 mAh';1;1;1373;1514;0;1373;39982;50780;1514;1359;1364;1367;1370
1;1420808920;'CHK';'Charge';'1500-2200 mAh';1;2;1366;1484;0;1366;34306;51275;1484;1349;1354;1358;1363
2;1420808920;'CHK';'Charge';'1500-2200 mAh';1;1;1378;1489;0;1378;46625;50102;1489;1367;1370;1373;1375
3;1420808920;'CHK';'Charge';'1500-2200 mAh';1;1;1367;1468;0;1367;33949;50494;1468;1350;1354;1359;1363
4;1420808921;'CHK';'Charge';'1500-2200 mAh';1;1;1373;1513;0;1373;39982;50780;1513;1359;1364;1367;1370
1;1420808921;'CHK';'Charge';'1500-2200 mAh';1;2;1366;1484;0;1366;34306;51275;1484;1349;1354;1358;1363
2;1420808921;'CHK';'Charge';'1500-2200 mAh';1;1;1378;1487;0;1378;46625;50102;1487;1367;1370;1373;1375
3;1420808921;'CHK';'Charge';'1500-2200 mAh';1;1;1367;1469;0;1367;33949;50494;1469;1350;1354;1359;1363
4;1420808922;'CHK';'Charge';'1500-2200 mAh';1;1;1373;1512;0;1373;39982;50780;1512;1359;1364;1367;1370
1;1420808922;'CHK';'Charge';'1500-2200 mAh';1;2;1366;1484;0;1366;34306;51275;1484;1349;1354;1358;1363
2;1420808922;'CHK';'Charge';'1500-2200 mAh';1;2;1381;1487;0;1381;46625;50102;1381;1370;1373;1375;1378
3;1420808922;'CHK';'Charge';'1500-2200 mAh';1;1;1367;1469;0;1367;33949;50494;1415;1350;1354;1359;1363
4;1420808923;'CHK';'Charge';'1500-2200 mAh';1;1;1373;1512;0;1373;39982;50780;1487;1359;1364;1367;1370
1;1420808923;'CHK';'Charge';'1500-2200 mAh';1;2;1366;1484;0;1366;34306;51275;1461;1349;1354;1358;1363
2;1420808923;'CHK';'Charge';'1500-2200 mAh';1;2;1381;1487;0;1381;46625;50102;1441;1370;1373;1375;1378
3;1420808923;'CHK';'Charge';'1500-2200 mAh';1;1;1367;1468;0;1367;33949;50494;1468;1350;1354;1359;1363
4;1420808924;'CHK';'Charge';'1500-2200 mAh';1;1;1373;1513;0;1373;39982;50780;1513;1359;1364;1367;1370
1;1420808924;'CHK';'Charge';'1500-2200 mAh';1;2;1366;1484;0;1366;34306;51275;1484;1349;1354;1358;1363
2;1420808924;'CHK';'Charge';'1500-2200 mAh';1;2;1381;1485;0;1381;46625;50102;1485;1370;1373;1375;1378
3;1420808924;'CHK';'Charge';'1500-2200 mAh';1;1;1367;1468;0;1367;33949;50494;1468;1350;1354;1359;1363
4;1420808925;'CHK';'Charge';'1500-2200 mAh';1;1;1373;1512;0;1373;39982;50780;1512;1359;1364;1367;1370
1;1420808925;'CHK';'Charge';'1500-2200 mAh';1;2;1366;1483;0;1366;34306;51275;1483;1349;1354;1358;1363
2;1420808925;'CHK';'Charge';'1500-2200 mAh';1;2;1381;1486;0;1381;46625;50102;1486;1370;1373;1375;1378
3;1420808925;'CHK';'Charge';'1500-2200 mAh';1;1;1367;1468;0;1367;33949;50494;1468;1350;1354;1359;1363
4;1420808926;'CHK';'Charge';'1500-2200 mAh';1;1;1373;1512;0;1373;39982;50780;1512;1359;1364;1367;1370
1;1420808926;'CHK';'Charge';'1500-2200 mAh';1;2;1366;1483;0;1366;34306;51275;1483;1349;1354;1358;1363
2;1420808926;'CHK';'Charge';'1500-2200 mAh';1;2;1381;1486;0;1381;46625;50102;1486;1370;1373;1375;1378
3;1420808926;'CHK';'Charge';'1500-2200 mAh';1;1;1367;1468;0;1367;33949;50494;1468;1350;1354;1359;1363
4;1420808927;'CHK';'Charge';'1500-2200 mAh';1;1;1373;1513;0;1373;39982;50780;1513;1359;1364;1367;1370
1;1420808927;'CHK';'Charge';'1500-2200 mAh';1;2;1366;1483;0;1366;34306;51275;1483;1349;1354;1358;1363
2;1420808927;'CHK';'Charge';'1500-2200 mAh';1;2;1381;1487;0;1381;46625;50102;1487;1370;1373;1375;1378
3;1420808927;'CHK';'Charge';'1500-2200 mAh';1;1;1367;1468;0;1367;33949;50494;1468;1350;1354;1359;1363
4;1420808928;'CHK';'Charge';'1500-2200 mAh';1;1;1373;1513;0;1373;39982;50780;1513;1359;1364;1367;1370
1;1420808928;'CHK';'Charge';'1500-2200 mAh';1;2;1366;1483;0;1366;34306;51275;1483;1349;1354;1358;1363
2;1420808928;'CHK';'Charge';'1500-2200 mAh';1;2;1381;1487;0;1381;46625;50102;1487;1370;1373;1375;1378
3;1420808928;'CHK';'Charge';'1500-2200 mAh';1;1;1367;1467;0;1367;33949;50494;1467;1350;1354;1359;1363
4;1420808929;'CHK';'Charge';'1500-2200 mAh';1;1;1373;1513;0;1373;39982;50780;1513;1359;1364;1367;1370
1;1420808929;'CHK';'Charge';'1500-2200 mAh';1;2;1366;1483;0;1366;34306;51275;1483;1349;1354;1358;1363
2;1420808929;'CHK';'Charge';'1500-2200 mAh';1;2;1381;1487;0;1381;46625;50102;1487;1370;1373;1375;1378
3;1420808929;'CHK';'Charge';'1500-2200 mAh';1;1;1367;1468;0;1367;33949;50494;1468;1350;1354;1359;1363
4;1420808930;'CHK';'Charge';'1500-2200 mAh';1;1;1373;1513;0;1373;39982;50780;1513;1359;1364;1367;1370
1;1420808930;'CHK';'Charge';'1500-2200 mAh';1;2;1366;1484;0;1366;34306;51275;1484;1349;1354;1358;1363
2;1420808930;'CHK';'Charge';'1500-2200 mAh';1;2;1381;1488;0;1381;46625;50102;1488;1370;1373;1375;1378
3;1420808930;'CHK';'Charge';'1500-2200 mAh';1;1;1367;1468;0;1367;33949;50494;1468;1350;1354;1359;1363
4;1420808931;'CHK';'Charge';'1500-2200 mAh';1;1;1373;1513;0;1373;39982;50780;1513;1359;1364;1367;1370
1;1420808931;'CHK';'Charge';'1500-2200 mAh';1;2;1366;1484;0;1366;34306;51275;1484;1349;1354;1358;1363
2;1420808931;'CHK';'Charge';'1500-2200 mAh';1;2;1381;1488;0;1381;46625;50102;1488;1370;1373;1375;1378
3;1420808931;'CHK';'Charge';'1500-2200 mAh';1;1;1367;1469;0;1367;33949;50494;1469;1350;1354;1359;1363
4;1420808932;'CHK';'Charge';'1500-2200 mAh';1;1;1373;1514;0;1373;39982;50780;1514;1359;1364;1367;1370
1;1420808932;'CHK';'Charge';'1500-2200 mAh';1;2;1366;1485;0;1366;34306;51275;1485;1349;1354;1358;1363
